3.5564	1.5	1
5.8116	1.5	1
8.5530	1.5	1
11.5614	1.5	1
14.3014	1.5	1
16.3070	1.5	1
21.3035	1.5	1
29.9267	1.5	1
34.3054	1.5	1
37.5474	1.5	1
39.8027	1.5	1
44.1814	1.5	1
46.4378	1.5	1
48.5594	1.5	1
50.6826	1.5	1
54.3079	1.5	1
56.2976	1.5	1
63.2996	1.5	1
65.4219	1.5	1
67.5605	1.5	1
69.6825	1.5	1
72.0552	1.5	1
75.2974	1.5	1
79.1749	1.5	1
92.3103	1.5	1
94.5496	1.5	1
97.5578	1.5	1
99.6796	1.5	1
102.6703	1.5	1
105.5616	1.5	1
108.0519	1.5	1
116.8084	1.5	1
119.8178	1.5	1
122.1728	1.5	1
124.3119	1.5	1
126.3012	1.5	1
137.2974	1.5	1
142.0591	1.5	1
144.0485	1.5	1
146.0542	1.5	1
149.4298	1.5	1
151.5515	1.5	1
155.5627	1.5	1
162.0468	1.5	1
164.8031	1.5	1
166.8086	1.5	1
172.1736	1.5	1
175.4319	1.5	1
179.8103	1.5	1
184.8081	1.5	1
193.0629	1.5	1
195.0511	1.5	1
197.1731	1.5	1
199.7968	1.5	1
205.0606	1.5	1
207.6844	1.5	1
214.9379	1.5	1
217.0593	1.5	1
219.0490	1.5	1
221.6727	1.5	1
224.1791	1.5	1
233.0522	1.5	1
236.8123	1.5	1
239.3026	1.5	1
241.6756	1.5	1
243.6811	1.5	1
245.8028	1.5	1
248.4268	1.5	1
251.4350	1.5	1
256.4317	1.5	1
259.3065	1.5	1
261.7956	1.5	1
267.1768	1.5	1
273.6782	1.5	1
276.4357	1.5	1
280.5454	1.5	1
282.8022	1.5	1
285.3088	1.5	1
297.5587	1.5	1
299.7979	1.5	1
302.5554	1.5	1
305.7973	1.5	1
307.8016	1.5	1
310.3092	1.5	1
313.3004	1.5	1
317.0603	1.5	1
324.5474	1.5	1
326.6864	1.5	1
331.1807	1.5	1
334.5568	1.5	1
336.6796	1.5	1
339.1863	1.5	1
343.2973	1.5	1
346.1708	1.5	1
349.1794	1.5	1
352.4214	1.5	1
