2.8783	1.5	1
4.0107	1.5	1
5.8255	1.5	1
13.9579	1.5	1
16.8257	1.5	1
22.8020	1.5	1
24.9177	1.5	1
27.9160	1.5	1
30.1622	1.5	1
39.6682	1.5	1
41.8040	1.5	1
43.7995	1.5	1
46.7877	1.5	1
49.0438	1.5	1
51.0593	1.5	1
57.2964	1.5	1
59.9236	1.5	1
66.4213	1.5	1
70.6628	1.5	1
72.6783	1.5	1
74.7943	1.5	1
81.6731	1.5	1
86.6667	1.5	1
89.2941	1.5	1
91.7907	1.5	1
93.9366	1.5	1
99.2012	1.5	1
107.2931	1.5	1
110.4216	1.5	1
112.8182	1.5	1
119.5667	1.5	1
121.6825	1.5	1
124.1793	1.5	1
126.8063	1.5	1
130.6670	1.5	1
132.8028	1.5	1
137.5458	1.5	1
140.6644	1.5	1
145.6782	1.5	1
148.1649	1.5	1
153.4291	1.5	1
155.7958	1.5	1
163.9380	1.5	1
167.6683	1.5	1
170.5462	1.5	1
172.5515	1.5	1
178.0364	1.5	1
180.0421	1.5	1
182.0374	1.5	1
184.3037	1.5	1
187.2918	1.5	1
196.2963	1.5	1
198.9136	1.5	1
201.7915	1.5	1
207.5472	1.5	1
212.1799	1.5	1
214.4361	1.5	1
216.9129	1.5	1
221.9265	1.5	1
224.2929	1.5	1
231.0515	1.5	1
234.9122	1.5	1
237.5393	1.5	1
244.2877	1.5	1
247.6769	1.5	1
250.1638	1.5	1
252.2895	1.5	1
262.2870	1.5	1
264.4328	1.5	1
266.5384	1.5	1
268.8149	1.5	1
271.5524	1.5	1
279.5440	1.5	1
281.8004	1.5	1
284.0464	1.5	1
286.0419	1.5	1
290.6644	1.5	1
292.8003	1.5	1
294.9262	1.5	1
297.1722	1.5	1
299.4284	1.5	1
304.1614	1.5	1
313.1661	1.5	1
315.6628	1.5	1
318.4305	1.5	1
321.5590	1.5	1
323.5543	1.5	1
334.2937	1.5	1
336.2994	1.5	1
340.1698	1.5	1
346.4270	1.5	1
348.4123	1.5	1
351.6613	1.5	1
355.9130	1.5	1
358.9111	1.5	1
360.9267	1.5	1
