2.9047	1.5	1
4.1482	1.5	1
5.9133	1.5	1
14.0001	1.5	1
16.8415	1.5	1
22.8266	1.5	1
24.9618	1.5	1
27.9711	1.5	1
30.2072	1.5	1
39.7061	1.5	1
41.8582	1.5	1
43.8420	1.5	1
46.8347	1.5	1
49.0874	1.5	1
51.0712	1.5	1
57.3423	1.5	1
59.9649	1.5	1
66.4546	1.5	1
70.7249	1.5	1
72.7088	1.5	1
74.8439	1.5	1
81.7033	1.5	1
86.6967	1.5	1
89.3194	1.5	1
91.8412	1.5	1
93.9596	1.5	1
99.2051	1.5	1
107.3423	1.5	1
110.4693	1.5	1
112.8398	1.5	1
119.5815	1.5	1
121.7167	1.5	1
124.2049	1.5	1
126.8277	1.5	1
130.7113	1.5	1
132.8296	1.5	1
137.5875	1.5	1
140.7147	1.5	1
145.7080	1.5	1
148.2130	1.5	1
153.4582	1.5	1
155.8457	1.5	1
163.9660	1.5	1
167.7152	1.5	1
170.5901	1.5	1
172.6076	1.5	1
178.0716	1.5	1
180.0723	1.5	1
182.0898	1.5	1
184.3427	1.5	1
187.3352	1.5	1
196.3299	1.5	1
198.9528	1.5	1
201.8445	1.5	1
207.5943	1.5	1
212.2009	1.5	1
214.4705	1.5	1
216.9924	1.5	1
221.9857	1.5	1
224.3226	1.5	1
231.0810	1.5	1
234.9648	1.5	1
237.5876	1.5	1
244.3291	1.5	1
247.7086	1.5	1
250.1967	1.5	1
252.3320	1.5	1
262.3352	1.5	1
264.5040	1.5	1
266.6055	1.5	1
268.8417	1.5	1
271.5988	1.5	1
279.5846	1.5	1
281.8375	1.5	1
284.0736	1.5	1
286.0909	1.5	1
290.7144	1.5	1
292.8327	1.5	1
294.9680	1.5	1
297.2208	1.5	1
299.4568	1.5	1
304.2145	1.5	1
313.1924	1.5	1
315.7143	1.5	1
318.4548	1.5	1
321.5819	1.5	1
323.5824	1.5	1
334.3422	1.5	1
336.3430	1.5	1
340.2099	1.5	1
346.4640	1.5	1
348.4646	1.5	1
351.7095	1.5	1
355.9462	1.5	1
358.9556	1.5	1
360.9394	1.5	1
