1	1	1	1	1	350	1	0	0.24	0.00	0.00	2.87	0.00	0.35	1.50	0.00
2	1	2	2	0	0	0	0	0.00	0.00	0.00	3.00	0.00	0.00	1.50	1.50
3	1	0	0	0	0	1	0	0.42	0.00	0.00	4.59	0.00	0.00	1.50	3.00
4	1	2	2	0	0	0	0	0.00	0.00	0.00	6.00	0.00	0.00	1.50	4.50
5	1	0	1	0	0	1	0	0.30	0.00	0.00	7.60	0.00	0.00	1.50	6.00
6	1	2	2	0	0	0	0	0.00	0.00	0.00	8.50	0.00	0.00	1.00	7.50
7	1	0	0	0	0	1	0	0.52	0.00	0.00	10.05	0.00	0.00	1.50	8.50
8	1	2	2	0	0	0	0	0.00	0.00	0.00	11.00	0.00	0.00	1.00	10.00
9	1	1	1	3	310	0	0	0.00	0.00	0.00	12.59	0.00	0.31	1.50	11.00
10	1	2	2	0	0	0	0	0.00	0.00	0.00	14.00	0.00	0.00	1.50	12.50
11	1	0	0	0	0	1	0	0.23	0.00	0.00	15.55	0.00	0.00	1.50	14.00
12	1	2	2	0	0	0	0	0.00	0.00	0.00	16.13	0.00	0.00	0.62	15.50
13	1	0	0	0	0	1	0	0.48	0.00	0.00	17.68	0.00	0.00	1.50	16.12
14	1	2	2	0	0	0	0	0.00	0.00	0.00	18.63	0.00	0.00	1.00	17.62
15	1	0	1	0	0	1	0	0.48	0.00	0.00	20.15	0.00	0.00	1.50	18.62
16	1	2	2	0	0	0	0	0.00	0.00	0.00	20.63	0.00	0.00	0.50	20.12
17	1	0	1	0	0	1	0	0.69	0.00	0.00	22.17	0.00	0.00	1.50	20.62
18	1	2	2	0	0	0	0	0.00	0.00	0.00	22.75	0.00	0.00	0.62	22.12
19	1	0	0	0	0	1	0	0.39	0.00	0.00	24.31	0.00	0.00	1.50	22.75
20	1	2	2	0	0	0	0	0.00	0.00	0.00	25.00	0.00	0.00	0.75	24.25
21	1	0	0	0	0	1	0	0.40	0.00	0.00	26.56	0.00	0.00	1.50	25.00
22	1	2	2	0	0	0	0	0.00	0.00	0.00	27.75	0.00	0.00	1.25	26.50
23	1	1	1	4	270	0	0	0.00	0.00	0.00	29.28	0.00	0.27	1.50	27.75
24	1	2	2	0	0	0	0	0.00	0.00	0.00	30.63	0.00	0.00	1.38	29.25
25	1	0	1	0	0	1	0	0.46	0.00	0.00	32.17	0.00	0.00	1.50	30.62
26	1	2	2	0	0	0	0	0.00	0.00	0.00	32.75	0.00	0.00	0.62	32.12
27	1	1	1	2	310	0	0	0.00	0.00	0.00	34.31	0.00	0.31	1.50	32.75
