



Stop_behav, tracking version 1 (revised 06-10-17)
Subject 87, Session #1
Started: 05-Sep-2017 83:101
1	1	1	0	4	250	30	0.477	2.056	0
2	1	0	1	0	0	31	0.331	3.965	0
3	1	0	0	0	0	30	0.335	5.858	0
4	1	0	1	0	0	31	0.303	7.701	0
5	1	0	0	0	0	30	0.408	9.644	0
6	1	1	0	2	150	0	0.000	13.178	0
7	1	0	1	0	0	31	0.365	15.071	0
8	1	0	1	0	0	31	0.368	16.980	0
9	1	1	0	3	200	30	0.391	18.924	0
10	1	0	0	0	0	30	0.514	20.967	0
11	1	0	1	0	0	31	0.317	22.826	0
12	1	0	1	0	0	31	0.406	24.769	0
13	1	0	1	0	0	31	0.514	26.813	0
14	1	1	0	1	100	0	0.000	30.348	0
15	1	0	1	0	0	31	0.370	32.256	0
16	1	0	0	0	0	30	0.357	34.150	0
17	1	0	0	0	0	30	0.532	36.243	0
18	1	0	1	0	0	31	0.420	38.203	0
19	1	0	0	0	0	30	0.511	40.246	0
20	1	1	1	3	150	0	0.000	43.781	0
21	1	0	1	0	0	31	0.367	45.690	0
22	1	1	1	4	200	0	0.000	49.226	0
23	1	0	0	0	0	30	0.410	51.168	0
24	1	0	0	0	0	30	0.517	53.212	0
25	1	1	1	2	200	0	0.000	56.746	0
26	1	0	0	0	0	30	0.527	58.807	0
27	1	0	0	0	0	30	0.552	60.917	0
28	1	0	1	0	0	31	0.406	62.860	0
29	1	0	0	0	0	30	0.514	64.903	0
30	1	1	1	1	150	0	0.000	68.437	0
31	1	0	0	0	0	30	0.473	70.447	0
32	1	0	1	0	0	31	0.410	72.390	0
33	1	1	1	2	250	0	0.000	75.942	0
34	1	0	0	0	0	30	0.402	77.885	0
35	1	0	0	0	0	30	0.458	79.879	0
36	1	0	1	0	0	31	0.515	81.922	0
37	1	0	0	0	0	30	0.472	83.932	0
38	1	0	1	0	0	31	0.410	85.875	0
39	1	1	1	4	250	0	0.000	89.409	0
40	1	0	0	0	0	30	0.416	91.370	0
41	1	0	0	0	0	30	0.491	93.413	0
42	1	0	1	0	0	31	0.412	95.356	0
43	1	0	0	0	0	30	0.521	97.416	0
44	1	1	1	3	200	0	0.000	100.951	0
45	1	1	1	1	200	0	0.000	104.485	0
46	1	0	1	0	0	31	0.466	106.478	0
47	1	0	0	0	0	30	0.421	108.438	0
48	1	0	0	0	0	30	0.409	110.381	0
49	1	0	1	0	0	31	0.397	112.324	0
50	1	1	0	3	250	0	0.000	115.858	0
51	1	0	1	0	0	31	0.370	117.768	0
52	1	0	0	0	0	30	0.408	119.711	0
53	1	1	0	1	250	30	0.466	121.704	0
54	1	0	1	0	0	31	0.317	123.563	0
55	1	0	0	0	0	30	0.355	125.457	0
56	1	0	1	0	0	31	0.513	127.500	0
57	1	0	0	0	0	30	0.418	129.459	0
58	1	0	1	0	0	31	0.509	131.503	0
59	1	1	0	4	300	30	0.464	133.513	0
60	1	0	1	0	0	31	0.350	135.406	0
61	1	0	1	0	0	31	0.508	137.450	0
62	1	0	0	0	0	30	0.412	139.393	0
63	1	1	0	2	300	0	0.000	142.927	0
64	1	0	1	0	0	31	0.318	144.786	0
1	2	0	1	0	0	31	0.404	1.955	0
2	2	1	1	3	300	31	0.511	3.999	0
3	2	0	0	0	0	30	0.314	5.841	0
4	2	0	0	0	0	30	0.368	7.751	0
5	2	0	0	0	0	30	0.355	9.644	0
6	2	0	1	0	0	31	0.411	11.587	0
7	2	0	0	0	0	30	0.519	13.647	0
8	2	1	1	1	200	0	0.000	17.181	0
9	2	1	1	2	350	31	0.409	19.241	0
10	2	0	0	0	0	30	0.451	21.235	0
11	2	0	0	0	0	30	0.457	23.228	0
12	2	0	1	0	0	31	0.515	25.271	0
13	2	0	0	0	0	30	0.470	27.281	0
14	2	0	0	0	0	30	0.408	29.225	0
15	2	0	1	0	0	31	0.619	31.385	0
16	2	1	1	4	250	0	0.000	34.920	0
17	2	0	1	0	0	31	0.596	37.064	0
18	2	0	0	0	0	30	0.519	39.125	0
19	2	0	0	0	0	30	0.562	41.218	0
20	2	1	1	3	250	31	0.415	43.178	0
21	2	0	1	0	0	31	0.456	45.171	0
22	2	0	0	0	0	30	0.667	47.365	0
23	2	0	0	0	0	30	0.420	49.326	0
24	2	1	1	4	300	31	0.357	51.336	0
25	2	0	0	0	0	30	0.347	53.212	0
26	2	1	1	1	250	31	0.316	55.171	0
27	2	0	1	0	0	30	0.202	58.940	0
28	2	0	0	0	0	30	0.534	61.017	0
29	2	0	0	0	0	30	0.406	62.960	0
30	2	0	0	0	0	30	0.463	64.954	0
31	2	0	1	0	0	31	0.468	66.964	0
32	2	1	1	2	300	31	0.457	68.974	0
33	2	0	1	0	0	31	0.532	71.051	0
34	2	0	1	0	0	31	0.676	73.262	0
35	2	1	0	4	250	30	0.465	75.255	0
36	2	0	0	0	0	30	0.676	77.467	0
