



Stop_behav, tracking version 1 (revised 06-10-17)
Subject 2, Session #1
Started: 14-Jun-2017 74:117
1	1	0	0	0	0	1	0.255	4.344	0
2	1	0	0	0	0	1	0.762	7.702	0
3	1	0	1	0	0	1	0.475	10.778	0
4	1	1	1	3	220	1	1.839	15.204	0
5	1	0	0	0	0	1	0.735	18.531	0
6	1	1	1	2	180	1	2.053	23.177	0
7	1	0	1	0	0	1	0.655	26.418	0
8	1	0	0	0	0	1	0.759	29.777	0
9	1	0	0	0	0	1	2.022	34.390	0
10	1	0	0	0	0	1	0.472	37.482	0
11	1	1	1	4	260	1	2.047	42.110	0
12	1	0	1	0	0	1	0.933	45.635	0
13	1	0	0	0	0	1	0.756	48.979	0
14	1	1	1	1	140	1	2.127	53.691	0
15	1	0	0	0	0	1	0.602	56.882	0
16	1	0	1	0	0	1	0.487	59.957	0
17	1	0	0	0	0	1	0.549	63.116	0
18	1	1	1	3	170	1	1.895	67.596	0
19	1	0	1	0	0	1	0.601	70.787	0
20	1	0	0	0	0	1	0.611	73.996	0
21	1	0	1	0	0	1	0.650	77.235	0
22	1	1	1	1	90	1	0.374	80.195	0
23	1	0	0	0	0	1	0.628	83.404	0
24	1	0	0	0	0	1	0.630	86.629	0
25	1	0	1	0	0	1	0.404	89.620	0
26	1	0	0	0	0	1	0.621	92.828	0
27	1	1	1	4	210	1	1.917	97.341	0
28	1	0	0	0	0	1	0.515	100.450	0
29	1	0	1	0	0	1	0.715	103.758	0
30	1	1	1	2	130	1	1.892	108.270	0
31	1	0	0	0	0	1	0.587	111.445	0
32	1	0	0	0	0	1	0.519	114.554	0
33	1	1	0	2	80	1	0.374	117.527	0
34	1	0	0	0	0	1	0.661	120.804	0
35	1	0	1	0	0	1	2.275	125.666	0
36	1	0	1	0	0	1	1.601	129.861	0
37	1	0	1	0	0	1	0.606	133.053	0
38	1	1	0	3	120	1	1.963	137.614	0
39	1	0	0	0	0	1	0.752	140.957	0
40	1	0	1	0	0	1	0.924	144.467	0
41	1	0	1	0	0	1	0.635	147.691	0
42	1	0	0	0	0	1	0.560	150.851	0
43	1	0	1	0	0	1	0.616	154.059	0
44	1	1	0	4	160	1	1.958	158.605	0
45	1	1	0	1	40	1	0.375	161.562	0
46	1	0	1	0	0	1	0.656	164.803	0
47	1	0	1	0	0	1	1.010	168.397	0
48	1	0	0	0	0	1	4.164	175.149	0
49	1	1	1	2	30	1	0.373	178.124	0
50	1	0	0	0	0	1	0.500	181.215	0
51	1	0	0	0	0	1	2.150	185.961	0
52	1	0	1	0	0	1	2.148	190.708	0
53	1	0	0	0	0	1	4.541	197.843	0
54	1	1	1	1	-10	1	8.126	208.805	0
55	1	0	1	0	0	1	3.234	214.638	0
56	1	0	0	0	0	1	0.801	218.030	0
57	1	0	0	0	0	1	0.586	221.206	0
58	1	0	0	0	0	1	1.107	224.898	0
59	1	1	1	4	110	1	2.146	229.629	0
60	1	0	1	0	0	1	4.094	236.312	0
61	1	0	0	0	0	1	1.052	239.955	0
62	1	0	1	0	0	1	0.856	243.397	0
63	1	0	0	0	0	1	0.563	246.555	0
64	1	1	1	3	70	1	0.374	249.530	0
1	2	0	1	0	0	1	0.437	3.022	0
2	2	0	0	0	0	1	5.975	11.696	0
