



Stop_behav, tracking version 1 (revised 06-10-17)
Subject 77, Session #1
Started: 22-Aug-2017 65:117
1	1	0	0	0	0	30	0.439	2.026	0
2	1	1	1	3	200	30	0.318	3.976	0
3	1	0	1	0	0	31	0.469	5.976	0
4	1	0	0	0	0	30	0.467	7.960	0
5	1	0	0	0	0	30	0.379	9.860	0
6	1	0	1	0	0	31	0.376	11.761	0
7	1	1	1	1	100	0	0.000	15.290	0
8	1	0	0	0	0	30	0.364	17.190	0
9	1	0	0	0	0	30	0.428	19.140	0
10	1	0	0	0	0	30	0.477	21.142	0
11	1	0	1	0	0	31	0.323	22.991	0
12	1	1	1	2	150	0	0.000	26.522	0
13	1	0	0	0	0	30	0.377	28.421	0
14	1	1	1	4	250	0	0.000	31.968	0
15	1	0	0	0	0	30	0.416	33.902	0
16	1	0	1	0	0	31	0.635	36.053	0
17	1	0	0	0	0	30	0.364	37.954	0
18	1	0	0	0	0	30	0.479	39.954	0
19	1	0	1	0	0	31	0.324	41.803	0
20	1	1	1	1	150	0	0.000	45.334	0
21	1	0	0	0	0	30	0.430	47.284	0
22	1	1	1	2	200	0	0.000	50.815	0
23	1	0	0	0	0	30	0.315	52.664	0
24	1	0	1	0	0	31	0.380	54.564	0
25	1	1	1	4	300	31	0.428	56.565	0
26	1	0	1	0	0	30	0.324	60.449	0
27	1	0	0	0	0	30	0.593	62.567	0
28	1	0	0	0	0	30	0.474	64.567	0
29	1	0	0	0	0	30	0.523	66.619	0
30	1	0	1	0	0	31	0.370	68.518	0
31	1	1	1	3	150	0	0.000	72.049	0
32	1	0	0	0	0	30	0.476	74.050	0
33	1	0	1	0	0	31	0.441	76.050	0
34	1	0	0	0	0	30	0.422	78.000	0
35	1	1	1	3	200	31	0.368	79.900	0
36	1	0	0	0	0	30	0.366	81.783	0
37	1	0	1	0	0	31	0.277	83.583	0
38	1	0	0	0	0	30	0.323	85.432	0
39	1	1	1	1	200	0	0.000	88.962	0
40	1	0	0	0	0	30	0.377	90.863	0
41	1	0	1	0	0	31	0.426	92.813	0
42	1	1	1	4	250	31	0.424	94.763	0
43	1	0	0	0	0	30	0.268	96.562	0
44	1	0	0	0	0	30	0.469	98.563	0
45	1	0	1	0	0	31	0.416	100.496	0
46	1	1	1	2	250	0	0.000	104.027	0
47	1	0	0	0	0	30	0.335	105.892	0
48	1	0	0	0	0	30	0.417	107.826	0
49	1	0	1	0	0	31	0.329	109.675	0
50	1	0	1	0	0	31	0.429	111.626	0
51	1	1	0	3	150	30	0.426	113.576	0
52	1	0	0	0	0	30	0.373	115.475	0
