4.5358	1.5	1
7.5284	1.5	1
10.0166	1.5	1
15.5142	1.5	1
17.6495	1.5	1
20.1376	1.5	1
22.1384	1.5	1
24.2735	1.5	1
26.5263	1.5	1
32.1416	1.5	1
39.5222	1.5	1
45.1376	1.5	1
47.1382	1.5	1
50.1475	1.5	1
53.1402	1.5	1
60.0164	1.5	1
63.1434	1.5	1
70.6419	1.5	1
73.0123	1.5	1
75.2652	1.5	1
77.6525	1.5	1
80.3930	1.5	1
95.1375	1.5	1
99.5254	1.5	1
101.8959	1.5	1
108.1501	1.5	1
113.2611	1.5	1
115.5139	1.5	1
117.6491	1.5	1
122.6423	1.5	1
124.6430	1.5	1
128.6443	1.5	1
130.6450	1.5	1
133.6376	1.5	1
143.2710	1.5	1
145.3894	1.5	1
148.0122	1.5	1
152.1480	1.5	1
154.2663	1.5	1
157.3932	1.5	1
167.0269	1.5	1
169.5150	1.5	1
172.2723	1.5	1
175.7692	1.5	1
180.7625	1.5	1
182.8975	1.5	1
187.2688	1.5	1
189.2695	1.5	1
192.1444	1.5	1
197.0200	1.5	1
200.3993	1.5	1
205.6447	1.5	1
207.7631	1.5	1
210.0159	1.5	1
212.2689	1.5	1
218.0186	1.5	1
223.0118	1.5	1
229.5183	1.5	1
232.7629	1.5	1
236.3944	1.5	1
246.6500	1.5	1
249.3905	1.5	1
251.7777	1.5	1
254.4004	1.5	1
263.5127	1.5	1
267.0263	1.5	1
270.2712	1.5	1
272.3896	1.5	1
274.3903	1.5	1
277.1475	1.5	1
288.1427	1.5	1
290.3958	1.5	1
292.6484	1.5	1
294.6491	1.5	1
298.1461	1.5	1
304.1482	1.5	1
306.5186	1.5	1
311.1419	1.5	1
316.0175	1.5	1
318.8924	1.5	1
320.8931	1.5	1
323.2636	1.5	1
328.0214	1.5	1
330.0222	1.5	1
335.8897	1.5	1
338.0249	1.5	1
343.5226	1.5	1
345.8930	1.5	1
348.5158	1.5	1
351.1385	1.5	1
360.4021	1.5	1
