Started: 15-May-2017 11:05
1	1	0	0	0	0	197	0	0.465	0.000	0.000	0.011	0.000	0.000	1.500	0.000
2	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	1.500
3	1	0	0	0	0	197	0	0.387	0.000	0.000	2.050	0.000	0.000	1.500	2.625
4	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	4.125
5	1	0	1	0	0	198	0	0.354	0.000	0.000	4.005	0.000	0.000	1.500	4.750
6	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	6.250
7	1	0	1	0	0	198	0	0.302	0.000	0.000	5.910	0.000	0.000	1.500	6.750
8	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	8.250
9	1	0	0	0	0	197	0	0.314	0.000	0.000	7.765	0.000	0.000	1.500	9.125
10	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	10.625
11	1	0	1	0	0	198	0	0.312	0.000	0.000	9.620	0.000	0.000	1.500	11.375
12	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	12.875
13	1	1	0	2	350	197	0	0.263	0.000	0.000	11.491	0.000	0.000	1.500	13.750
14	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	15.250
15	1	1	1	1	250	198	0	0.247	0.000	0.000	13.296	0.000	0.000	1.500	16.375
16	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.625	17.875
17	1	0	1	0	0	198	0	0.290	0.000	0.000	15.084	0.000	0.000	1.500	19.500
18	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.375	21.000
19	1	1	0	2	300	197	0	0.246	0.000	0.000	16.939	0.000	0.000	1.500	23.375
20	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.375	24.875
21	1	1	1	1	200	197	0	0.314	0.000	0.000	18.727	0.000	0.203	1.500	26.250
22	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	3.500	27.750
23	1	0	0	0	0	197	0	0.406	0.000	0.000	20.599	0.000	0.000	1.500	31.250
24	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	32.750
25	1	0	1	0	0	198	0	0.293	0.000	0.000	22.554	0.000	0.000	1.500	33.500
26	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.375	35.000
27	1	0	0	0	0	197	0	0.374	0.000	0.000	24.393	0.000	0.000	1.500	37.375
28	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	38.875
29	1	0	1	0	0	198	0	0.339	0.000	0.000	26.314	0.000	0.000	1.500	40.125
30	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	41.625
31	1	0	0	0	0	197	0	0.309	0.000	0.000	28.203	0.000	0.000	1.500	42.875
32	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	44.375
33	1	0	0	0	0	197	0	0.313	0.000	0.000	30.058	0.000	0.000	1.500	45.375
34	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.875	46.875
35	1	1	0	2	250	197	0	0.342	0.000	0.000	31.929	0.000	0.253	1.500	49.750
36	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.125	51.250
37	1	0	1	0	0	198	0	0.327	0.000	0.000	33.818	0.000	0.000	1.500	52.375
38	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	53.875
39	1	0	0	0	0	197	0	0.466	0.000	0.000	35.706	0.000	0.000	1.500	54.500
40	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	56.000
41	1	0	0	0	0	197	0	0.264	0.000	0.000	37.728	0.000	0.000	1.500	56.625
42	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	58.125
43	1	0	1	0	0	198	0	0.308	0.000	0.000	39.533	0.000	0.000	1.500	59.375
44	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.625	60.875
45	1	1	1	1	150	198	0	0.330	0.000	0.000	41.388	0.000	0.153	1.500	62.500
46	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	3.125	64.000
47	1	0	1	0	0	0	0	0.000	0.000	0.000	43.276	0.000	0.000	1.500	67.125
48	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	68.625
49	1	0	1	0	0	0	0	0.000	0.000	0.000	45.833	0.000	0.000	1.500	69.625
50	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.750	71.125
51	1	1	0	1	100	0	0	0.000	0.000	0.000	48.373	0.000	0.102	1.500	72.875
52	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	74.375
53	1	0	0	0	0	8	0	0.002	0.000	0.000	50.930	0.000	0.000	1.500	74.875
54	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	76.375
